"species","date","geo_group","region","losses","dead","discarded","escaped","other"
"rainbowtrout",2021-07-01,"county","county_1",913528,739073,40256,409,133790
"salmon",2022-12-01,"county","county_1",837385,722465,40837,461,73622
"rainbowtrout",2020-07-01,"county","county_2",882675,720333,40468,332,121542
"salmon",2020-12-01,"county","county_2",870767,628275,39095,317,203080
"rainbowtrout",2024-01-01,"county","county_1",569303,485978,12881,428,70016
"rainbowtrout",2022-03-01,"county","county_1",877172,669827,29296,186,177863
"rainbowtrout",2021-11-01,"county","county_2",999003,855157,37077,265,106504
"rainbowtrout",2022-10-01,"county","county_3",586054,494693,12016,308,79037
"rainbowtrout",2021-03-01,"county","county_1",546979,427560,23084,235,96100
"salmon",2024-01-01,"county","county_3",823758,723315,19524,370,80549
"salmon",2021-11-01,"county","county_2",694823,499085,14301,616,180821
"rainbowtrout",2020-05-01,"county","county_1",592583,512903,19473,386,59821
"salmon",2023-06-01,"county","county_3",763834,607773,17602,593,137866
"salmon",2023-04-01,"county","county_1",537064,417723,14215,242,104884
"salmon",2023-12-01,"county","county_2",603415,459068,21614,144,122589
"rainbowtrout",2020-01-01,"county","county_1",783660,632817,35932,365,114546
"salmon",2023-11-01,"county","county_1",632146,471077,18195,416,142458
"rainbowtrout",2022-04-01,"county","county_1",517826,380171,10858,185,126612
"rainbowtrout",2023-05-01,"county","county_3",671390,561315,24391,151,85533
"salmon",2021-04-01,"county","county_1",684976,582011,33146,671,69148
"rainbowtrout",2024-02-01,"county","county_3",939470,747136,42095,456,149783
"rainbowtrout",2023-07-01,"county","county_2",711950,623932,28353,206,59459
"rainbowtrout",2023-01-01,"county","county_3",656579,579453,28799,330,47997
"rainbowtrout",2023-06-01,"county","county_2",840156,597161,34982,542,207471
"rainbowtrout",2023-03-01,"county","county_2",578338,457773,25002,387,95176
"salmon",2022-01-01,"county","county_3",559717,452248,17117,147,90205
"rainbowtrout",2024-08-01,"county","county_3",909221,780086,18672,609,109854
"rainbowtrout",2024-01-01,"county","county_3",797221,565001,31590,231,200399
"rainbowtrout",2023-10-01,"county","county_1",876888,650347,35522,158,190861
"rainbowtrout",2022-07-01,"county","county_2",596309,449688,27738,470,118413
"salmon",2021-01-01,"county","county_1",878985,759904,24214,408,94459
"salmon",2021-04-01,"county","county_2",562835,479363,11785,261,71426
"rainbowtrout",2024-09-01,"county","county_3",896934,668576,22635,600,205123
"salmon",2022-07-01,"county","county_1",605510,516349,12551,457,76153
"rainbowtrout",2021-08-01,"county","county_3",684854,523326,28433,343,132752
"rainbowtrout",2024-03-01,"county","county_2",800664,696937,28929,284,74514
"salmon",2024-01-01,"county","county_2",833088,672196,38817,215,121860
"salmon",2023-07-01,"county","county_1",576708,457151,24851,398,94308
"salmon",2021-08-01,"county","county_1",673054,554321,15630,135,102968
"salmon",2023-10-01,"county","county_3",589061,463489,12963,531,112078
"salmon",2024-12-01,"county","county_3",880910,682215,34574,680,163441
"salmon",2024-11-01,"county","county_3",764620,574902,21459,95,168164
"rainbowtrout",2021-05-01,"county","county_1",613786,526056,21964,302,65464
"salmon",2021-02-01,"county","county_3",857877,694696,21441,469,141271
"rainbowtrout",2023-03-01,"county","county_1",673511,483991,17754,537,171229
"rainbowtrout",2020-02-01,"county","county_2",632773,505052,16474,127,111120
"rainbowtrout",2021-03-01,"county","county_2",888288,719501,37721,733,130333
"salmon",2023-01-01,"county","county_1",617973,437936,22937,436,156664
"salmon",2021-07-01,"county","county_3",839148,683904,17084,672,137488
"salmon",2022-05-01,"county","county_2",605145,471361,25748,274,107762
"rainbowtrout",2023-02-01,"county","county_1",710028,589783,14416,514,105315
"rainbowtrout",2020-04-01,"county","county_2",686869,542043,31562,90,113174
"salmon",2021-09-01,"county","county_3",974908,830480,35167,383,108878
"salmon",2020-06-01,"county","county_2",674284,476125,15432,357,182370
"rainbowtrout",2024-12-01,"county","county_2",914426,672966,36154,287,205019
"salmon",2022-11-01,"county","county_3",976096,822893,33318,968,118917
"salmon",2021-12-01,"county","county_3",511900,440310,20503,371,50716
"salmon",2022-12-01,"county","county_3",567096,469376,20920,78,76722
"rainbowtrout",2023-02-01,"county","county_2",774563,642366,31000,673,100524
"rainbowtrout",2021-06-01,"county","county_1",520569,451619,23842,125,44983
"rainbowtrout",2021-05-01,"county","county_2",891357,682271,42482,504,166100
"rainbowtrout",2022-03-01,"county","county_3",691002,582878,33025,421,74678
"rainbowtrout",2020-09-01,"county","county_3",675778,473827,16365,656,184930
"salmon",2022-06-01,"county","county_2",743325,523783,31198,366,187978
"salmon",2022-10-01,"county","county_1",609528,499067,30193,250,80018
"salmon",2023-05-01,"county","county_2",663426,528975,20140,481,113830
"rainbowtrout",2023-03-01,"county","county_3",685819,601074,17840,409,66496
"salmon",2020-09-01,"county","county_3",605307,463174,12137,288,129708
"salmon",2021-06-01,"county","county_3",897792,658684,39983,810,198315
"rainbowtrout",2021-01-01,"county","county_1",942213,819116,24478,850,97769
"salmon",2020-03-01,"county","county_2",731975,521261,36453,480,173781
"rainbowtrout",2023-09-01,"county","county_1",853562,737415,22824,144,93179
"salmon",2020-05-01,"county","county_3",672316,484659,25428,549,161680
"rainbowtrout",2023-06-01,"county","county_1",975286,865442,43216,541,66087
"rainbowtrout",2020-03-01,"county","county_1",673150,581190,14986,166,76808
"salmon",2024-06-01,"county","county_2",535199,415293,24065,459,95382
"rainbowtrout",2023-12-01,"county","county_1",545154,429065,15725,71,100293
"salmon",2023-05-01,"county","county_1",718300,643719,31589,157,42835
"rainbowtrout",2022-11-01,"county","county_3",907325,737528,42206,719,126872
"salmon",2023-12-01,"county","county_1",912146,741171,23135,883,146957
"salmon",2020-06-01,"county","county_3",924811,662162,27953,758,233938
"rainbowtrout",2024-04-01,"county","county_1",586084,457502,26994,326,101262
"salmon",2023-04-01,"county","county_2",921761,700226,37572,726,183237
"salmon",2024-02-01,"county","county_1",726303,543170,35348,267,147518
"salmon",2022-09-01,"county","county_1",887823,634240,29570,508,223505
"salmon",2022-03-01,"county","county_2",885920,714780,37032,553,133555
"rainbowtrout",2022-01-01,"county","county_1",687230,494599,31692,156,160783
"rainbowtrout",2021-01-01,"county","county_2",594052,435860,18760,321,139111
"rainbowtrout",2024-10-01,"county","county_1",597615,453674,21723,579,121639
"salmon",2024-03-01,"county","county_1",923263,733027,22254,177,167805
"rainbowtrout",2021-12-01,"county","county_3",554420,393793,19425,500,140702
"salmon",2020-04-01,"county","county_3",789723,582557,19241,282,187643
"salmon",2021-07-01,"county","county_1",578875,462888,26497,438,89052
"rainbowtrout",2024-07-01,"county","county_1",966167,826064,27481,536,112086
"rainbowtrout",2020-09-01,"county","county_1",521692,433074,12601,119,75898
"rainbowtrout",2024-12-01,"county","county_1",796868,715329,19091,652,61796
"rainbowtrout",2023-12-01,"county","county_3",761105,533164,24046,549,203346
"rainbowtrout",2024-02-01,"county","county_2",954054,719707,19862,944,213541
"salmon",2022-02-01,"county","county_3",784497,647757,23158,144,113438
"rainbowtrout",2023-08-01,"county","county_2",597087,457866,27418,92,111711
"rainbowtrout",2023-02-01,"county","county_3",959059,692492,25896,829,239842
"rainbowtrout",2022-09-01,"county","county_1",667299,530020,27297,197,109785
"salmon",2022-09-01,"county","county_3",634981,541216,16075,94,77596
"salmon",2023-02-01,"county","county_3",569092,444461,21642,566,102423
"salmon",2021-09-01,"county","county_2",561403,454260,27613,137,79393
"salmon",2024-12-01,"county","county_1",735078,581891,23115,366,129706
"rainbowtrout",2021-08-01,"county","county_1",721338,603205,30282,552,87299
"rainbowtrout",2020-03-01,"county","county_3",952974,797547,34048,635,120744
"rainbowtrout",2024-09-01,"county","county_2",505231,426803,18846,348,59234
"salmon",2023-07-01,"county","county_3",645604,556129,19092,127,70256
"rainbowtrout",2022-05-01,"county","county_2",713400,613620,21802,650,77328
"salmon",2020-06-01,"county","county_1",612445,515922,21465,143,74915
"rainbowtrout",2024-06-01,"county","county_3",733737,524302,19605,639,189191
"rainbowtrout",2022-05-01,"county","county_1",794363,691614,29051,129,73569
"rainbowtrout",2022-05-01,"county","county_3",894131,688316,40535,239,165041
"rainbowtrout",2021-11-01,"county","county_1",879865,715390,26449,359,137667
"salmon",2024-10-01,"county","county_2",687893,529236,29675,181,128801
"salmon",2023-02-01,"county","county_2",638404,448147,17279,396,172582
"salmon",2023-09-01,"county","county_1",691875,506748,21119,101,163907
"rainbowtrout",2024-08-01,"county","county_2",573972,422566,15826,535,135045
"rainbowtrout",2020-05-01,"county","county_3",565556,442998,18793,337,103428
"rainbowtrout",2020-01-01,"county","county_2",806515,668352,28649,741,108773
"rainbowtrout",2024-02-01,"county","county_1",944266,746751,40067,452,156996
"salmon",2023-03-01,"county","county_2",872415,674409,37016,834,160156
"salmon",2022-08-01,"county","county_1",925672,662087,30662,864,232059
"salmon",2021-06-01,"county","county_1",505466,415427,16798,322,72919
"salmon",2021-05-01,"county","county_1",834089,748235,22566,134,63154
"salmon",2024-03-01,"county","county_3",995527,877823,23241,431,94032
"salmon",2022-08-01,"county","county_3",674995,592409,15200,141,67245
"rainbowtrout",2020-05-01,"county","county_2",586949,450625,13449,578,122297
"rainbowtrout",2024-03-01,"county","county_3",808084,602972,29057,145,175910
"salmon",2024-05-01,"county","county_2",935972,697850,22371,235,215516
"salmon",2023-01-01,"county","county_2",516563,444939,24569,236,46819
"salmon",2021-10-01,"county","county_2",969197,863438,31567,182,74010
"salmon",2021-10-01,"county","county_3",553250,460174,12658,378,80040
"rainbowtrout",2023-01-01,"county","county_1",791104,694178,23046,694,73186
"rainbowtrout",2020-08-01,"county","county_3",993087,807030,40990,613,144454
"salmon",2024-02-01,"county","county_2",568409,401698,12872,331,153508
"salmon",2022-04-01,"county","county_2",515376,401233,23718,111,90314
"rainbowtrout",2020-02-01,"county","county_3",954611,730706,21725,415,201765
"salmon",2023-09-01,"county","county_3",880944,650347,21950,519,208128
"salmon",2022-05-01,"county","county_1",935637,773049,30896,925,130767
"salmon",2022-11-01,"county","county_1",973086,838084,20915,751,113336
"rainbowtrout",2022-03-01,"county","county_2",530318,469658,26426,266,33968
"salmon",2021-01-01,"county","county_3",552244,389924,23215,215,138890
"salmon",2023-10-01,"county","county_1",995953,868678,48973,889,77413
"rainbowtrout",2024-11-01,"county","county_1",899869,647689,21662,829,229689
"rainbowtrout",2023-08-01,"county","county_3",978015,725261,30832,688,221234
"rainbowtrout",2021-02-01,"county","county_3",836360,650417,36801,823,148319
"rainbowtrout",2020-02-01,"county","county_1",636877,516826,25073,237,94741
"salmon",2020-07-01,"county","county_2",585661,522107,20801,283,42470
"rainbowtrout",2022-11-01,"county","county_1",913226,698532,21797,426,192471
"rainbowtrout",2022-04-01,"county","county_3",607977,506467,16717,588,84205
"salmon",2021-05-01,"county","county_3",991221,877867,38344,747,74263
"rainbowtrout",2021-06-01,"county","county_3",785513,703223,37733,385,44172
"rainbowtrout",2021-09-01,"county","county_2",676907,585230,33143,489,58045
"salmon",2022-10-01,"county","county_3",863003,743225,21638,503,97637
"salmon",2021-11-01,"county","county_3",663100,479755,25673,571,157101
"salmon",2024-08-01,"county","county_2",789922,596187,24093,552,169090
"salmon",2023-09-01,"county","county_2",919398,661425,26339,770,230864
"salmon",2020-07-01,"county","county_3",585870,433608,17240,129,134893
"rainbowtrout",2023-11-01,"county","county_3",582098,446455,21429,325,113889
"rainbowtrout",2023-11-01,"county","county_2",862717,705674,38703,551,117789
"rainbowtrout",2022-09-01,"country","Country",651971,470032,21123,166,160650
"salmon",2020-08-01,"country","Country",586594,512811,26855,117,46811
"rainbowtrout",2022-05-01,"country","Country",732742,634321,33943,625,63853
"rainbowtrout",2021-12-01,"country","Country",710412,553879,25172,321,131040
"rainbowtrout",2024-10-01,"country","Country",718580,631384,25619,465,61112
"salmon",2021-03-01,"country","Country",719017,519652,18189,412,180764
"rainbowtrout",2021-03-01,"country","Country",949496,754689,30551,581,163675
"rainbowtrout",2024-11-01,"country","Country",822499,664616,25984,178,131721
"rainbowtrout",2023-06-01,"country","Country",862688,677571,26021,333,158763
"rainbowtrout",2024-02-01,"country","Country",577404,513111,21386,205,42702
"rainbowtrout",2024-06-01,"country","Country",516694,406193,10960,497,99044
"salmon",2021-09-01,"country","Country",564046,499102,17027,354,47563
"salmon",2022-06-01,"country","Country",876844,742303,33541,686,100314
"rainbowtrout",2021-01-01,"country","Country",512613,365965,13415,208,133025
"salmon",2022-12-01,"country","Country",987287,855145,35139,255,96748
"salmon",2020-05-01,"country","Country",795961,643280,17347,520,134814
"salmon",2023-08-01,"country","Country",914537,762959,33131,884,117563
"rainbowtrout",2020-04-01,"country","Country",778886,676249,30026,151,72460
"salmon",2024-04-01,"country","Country",971291,801565,25234,902,143590
"salmon",2023-07-01,"country","Country",775650,554869,26174,412,194195
"salmon",2023-04-01,"country","Country",989695,864177,35814,223,89481
"rainbowtrout",2020-09-01,"country","Country",870551,683958,30170,514,155909
"salmon",2020-04-01,"country","Country",544062,409146,23973,528,110415
"rainbowtrout",2022-12-01,"country","Country",601642,480406,21897,518,98821
"salmon",2020-07-01,"country","Country",982328,832880,40905,811,107732
"salmon",2022-02-01,"country","Country",714110,576724,33026,331,104029
"salmon",2022-01-01,"country","Country",737481,589370,31413,451,116247
"rainbowtrout",2021-02-01,"country","Country",774353,606999,31368,393,135593
"rainbowtrout",2023-11-01,"country","Country",938031,771882,39095,627,126427
"rainbowtrout",2024-08-01,"country","Country",911718,657640,34190,272,219616
"rainbowtrout",2021-05-01,"country","Country",915342,753336,25935,340,135731
"rainbowtrout",2020-05-01,"country","Country",679835,498870,15112,422,165431
"salmon",2024-09-01,"country","Country",809885,622582,19187,158,167958
"rainbowtrout",2023-07-01,"country","Country",863697,714845,27734,525,120593
"salmon",2024-07-01,"country","Country",604385,495244,26554,443,82144
"rainbowtrout",2022-07-01,"country","Country",856124,719156,26882,823,109263
"rainbowtrout",2021-11-01,"country","Country",661175,569813,29184,437,61741
"rainbowtrout",2023-10-01,"country","Country",659430,521287,27118,235,110790
"rainbowtrout",2022-10-01,"country","Country",785332,651716,21125,114,112377
"salmon",2021-12-01,"country","Country",951087,784783,32488,382,133434
"rainbowtrout",2024-01-01,"country","Country",823623,729823,33182,191,60427
"salmon",2023-09-01,"country","Country",794508,579712,34427,286,180083
"salmon",2021-11-01,"country","Country",728993,642072,22563,496,63862
"rainbowtrout",2022-04-01,"country","Country",638382,493874,16341,569,127598
"salmon",2022-11-01,"country","Country",739407,630930,19063,244,89170
"rainbowtrout",2021-08-01,"country","Country",587620,471155,24638,227,91600
"salmon",2020-12-01,"country","Country",576349,501974,21210,184,52981
"rainbowtrout",2020-10-01,"country","Country",941195,820463,36605,613,83514
"salmon",2023-05-01,"country","Country",670680,593507,14984,498,61691
"salmon",2022-05-01,"country","Country",962246,833589,28551,729,99377
"rainbowtrout",2020-08-01,"country","Country",547040,449009,21812,131,76088
"salmon",2024-10-01,"country","Country",820032,668185,26054,810,124983
"rainbowtrout",2022-01-01,"country","Country",781178,669916,35977,608,74677
"rainbowtrout",2023-03-01,"country","Country",747898,555527,26899,177,165295
"rainbowtrout",2020-11-01,"country","Country",931646,757531,20398,486,153231
"rainbowtrout",2020-07-01,"country","Country",995999,837676,39764,328,118231
"salmon",2024-01-01,"country","Country",877220,725899,24120,660,126541
"salmon",2024-12-01,"country","Country",956384,764868,46162,266,145088
"rainbowtrout",2020-02-01,"country","Country",725594,642886,34770,624,47314
"salmon",2020-10-01,"country","Country",591055,473352,14753,376,102574
"salmon",2024-11-01,"country","Country",883086,618416,22523,469,241678
"salmon",2023-02-01,"country","Country",608824,533832,24676,164,50152
"rainbowtrout",2020-12-01,"country","Country",996128,760945,45596,498,189089
"rainbowtrout",2023-01-01,"country","Country",576210,450444,18679,378,106709
"salmon",2024-08-01,"country","Country",954304,750011,23639,155,180499
"salmon",2023-06-01,"country","Country",722089,583330,34905,161,103693
"rainbowtrout",2023-04-01,"country","Country",908676,776854,30224,874,100724
"rainbowtrout",2022-08-01,"country","Country",640059,536784,24640,619,78016
"rainbowtrout",2023-09-01,"country","Country",602715,530493,23174,250,48798
"salmon",2020-11-01,"country","Country",631619,488646,19317,204,123452
"salmon",2024-02-01,"country","Country",939296,699057,38837,330,201072
"rainbowtrout",2022-06-01,"country","Country",529001,400409,25016,122,103454
"rainbowtrout",2021-07-01,"country","Country",855744,706669,23283,746,125046
"rainbowtrout",2020-03-01,"country","Country",763899,627346,29398,444,106711
"rainbowtrout",2023-12-01,"country","Country",761308,647538,35486,586,77698
"rainbowtrout",2020-06-01,"country","Country",764664,652334,15657,290,96383
"salmon",2020-06-01,"country","Country",640520,488347,20505,348,131320
"salmon",2021-07-01,"country","Country",507607,448042,20901,133,38531
"salmon",2024-06-01,"country","Country",986937,885677,35844,478,64938
"salmon",2024-03-01,"country","Country",505372,451462,24125,133,29652
"salmon",2020-03-01,"country","Country",624349,558142,14189,481,51537
"salmon",2023-03-01,"country","Country",644032,559817,29213,176,54826
"salmon",2021-06-01,"country","Country",854117,705312,38776,136,109893
"salmon",2021-02-01,"country","Country",973603,810701,24073,433,138396
"rainbowtrout",2020-01-01,"country","Country",885757,699722,27568,518,157949
"rainbowtrout",2024-03-01,"country","Country",688097,481951,25704,408,180034
"rainbowtrout",2022-03-01,"country","Country",669820,547701,16877,205,105037
"salmon",2022-08-01,"country","Country",688345,498758,15221,368,173998
"salmon",2022-04-01,"country","Country",712174,584037,20233,175,107729
"rainbowtrout",2022-11-01,"country","Country",740114,532958,33651,646,172859
"salmon",2021-05-01,"country","Country",970439,814029,24415,940,131055
"salmon",2023-12-01,"country","Country",763552,618564,21295,452,123241
"rainbowtrout",2021-10-01,"country","Country",782591,630790,38907,505,112389
"rainbowtrout",2021-09-01,"country","Country",612745,540401,17698,69,54577
"salmon",2021-08-01,"country","Country",508419,454727,17201,316,36175
"salmon",2020-09-01,"country","Country",856036,633817,29909,647,191663
"rainbowtrout",2024-09-01,"country","Country",793248,584563,29456,526,178703
"rainbowtrout",2024-04-01,"country","Country",754320,640079,17776,512,95953
"salmon",2022-10-01,"country","Country",939214,792649,33465,153,112947
"salmon",2022-07-01,"country","Country",601528,514548,24556,551,61873
"rainbowtrout",2021-06-01,"country","Country",553392,416583,12230,520,124059
"salmon",2023-01-01,"country","Country",602640,442605,29938,490,129607
"rainbowtrout",2023-05-01,"country","Country",711667,638173,33473,458,39563
"rainbowtrout",2024-12-01,"country","Country",583111,514419,24886,484,43322
"rainbowtrout",2023-08-01,"country","Country",918693,700832,37952,389,179520
"rainbowtrout",2024-05-01,"country","Country",733032,617794,26460,624,88154
"salmon",2020-02-01,"country","Country",639043,472395,15311,145,151192
"rainbowtrout",2024-07-01,"country","Country",653153,572757,21225,619,58552
"salmon",2023-11-01,"country","Country",557571,452043,24537,283,80708
"rainbowtrout",2021-04-01,"country","Country",990560,858885,23227,329,108119
"salmon",2021-01-01,"country","Country",767583,600575,38146,579,128283
"salmon",2022-09-01,"country","Country",504375,400365,17017,232,86761
"salmon",2022-03-01,"country","Country",870946,771154,34010,279,65503
"salmon",2023-10-01,"country","Country",848482,676120,24445,814,147103
"salmon",2021-04-01,"country","Country",670361,577332,18945,383,73701
"rainbowtrout",2023-02-01,"country","Country",926168,813669,24411,197,87891
"salmon",2021-10-01,"country","Country",824251,733890,17867,210,72284
"salmon",2020-01-01,"country","Country",737878,524184,36846,694,176154
"salmon",2024-05-01,"country","Country",628321,504403,16699,609,106610
"rainbowtrout",2022-02-01,"country","Country",607027,507265,20593,452,78717
